Title,Genre,Year,Rating,Director,Cast,Duration,Language,Country of Origin,Revenue,Budget
The Avengers,Science Fiction,2012,7.707,Joss Whedon,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, Jeremy Renner, Tom Hiddleston, Samuel L. Jackson, Cobie Smulders, Clark Gregg, Stellan Skarsgård, Gwyneth Paltrow, Paul Bettany, Alexis Denisof, Tina Benko, Jerzy Skolimowski, Kirill Nikiforov, Jeff Wolfe, M'laah Kaur Singh, Rashmi Rustagi, Powers Boothe, Jenny Agutter, Arthur Darbinyan, Donald Li, Warren Kole, Alicia Sixtos, Maximiliano Hernández, Dieter Riesle, Kenneth Tigar, Walter Perez, Harry Dean Stanton, Josh Cowdery, Ashley Johnson, Katsumi Komatsu, Yumiko Komatsu, Robert Clohessy, Enver Gjokaj, Fernanda Toker, Andrea Vecchio, Robin Swoboda, Brent McGee, Jamie McShane, Michael Zhang, William-Christopher Stephens, Kelley Robins Hicks, Romy Rosemont, James Eckhouse, Stan Lee, Thomas Roberts, Pat Kiernan, Damion Poitier, Lou Ferrigno, Jesse Garcia, Momoko Komatsu, Jillian Morgese, Catherine Anderson, Ricardo Andres, Logan Bennett, Mayank Bhatter, Sharita Bone, Jason Botsford, Mary Kate Campbell, Gene N. Chavez, Layla Cushman, Robert Dean, Rick Dremann, Rod Fielder, Eric Frank, Israel Hall, Carmen Dee Harris, Alexander Christopher Jones, Mike Karban, Demoine Kinney, Andrew Knode, Annette Lawless, Kimberly J. Mahoney, Todd Manes, Jorge Mardel, Michael McMillan, Sean Meehan, Holly Neelie, Caleb Daniel Noal, Jeremy Orr, Nate Paige, Martin Palmer, Maria Perossa, Caleb Pieplow, Alexander Daniel Pimentel, Frank Powers, Jaime Powers, Brent Reichert, Kelly Ruble, Gina Sarno, Robert B. Schneider IV, Jeff Seich, Christina Shaffer, Douglas Slygh, Colin Strause, Robert P. Thitoff, George Thomas, Shane Thompson, Jerry Lee Tucker, Tai Urban, Chris Vaina, Sandra Weston, Seth Zielicke, Alex DeCourville, Andrea-Nichole Olivas, Tina Grimm, Evan Kole, Hank Amos, Ryan Cordaro, Joti Nagra",143,en,United States of America,1518815515,220000000
Tangled,Animation,2010,7.584,Byron Howard,"Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman, M.C. Gainey, Jeffrey Tambor, Brad Garrett, Paul F. Tompkins, Richard Kiel, Delaney Rose Stein, Nathan Greno, Byron Howard, Tim Mertens, Michael Bell, Bob Bergen, Susanne Blakeslee, Roy Conli, David Cowgill, Terri Douglas, Chad Einbinder, Pat Fraley, Eddie Frierson, Jackie Gonneau, Nicholas Guest, Bridget Hoffman, Daniel Kaz, Anne Lockhart, Mona Marshall, Scott Menville, Laraine Newman, Paul Pape, Lynwood Robinson, Fred Tatasciore, Hynden Walch, Kari Wahlgren, June Christopher",100,en,United States of America,592461732,260000000
The Little Mermaid,Adventure,2023,N/A,Rob Marshall,"Halle Bailey, Jonah Hauer-King, Daveed Diggs, Awkwafina, Jacob Tremblay, Noma Dumezweni, Javier Bardem, Melissa McCarthy, Art Malik, Jessica Alexander, Emily Coates, Lin-Manuel Miranda, Jude Akuwudike, Russell Balogh, Adrian Christopher",N/A,en,United States of America,N/A,N/A
The Quintessential Quintuplets Movie,Animation,2022,8.449,Masato Jimbo,"Yoshitsugu Matsuoka, Kana Hanazawa, Ayana Taketatsu, Miku Ito, Ayane Sakura, Inori Minase, Natsumi Takamori, Satoshi Hino",136,ja,Japan,17288993,N/A
Harry Potter and the Prisoner of Azkaban,Adventure,2004,8.021,Alfonso Cuarón,"Daniel Radcliffe, Rupert Grint, Emma Watson, Robbie Coltrane, Michael Gambon, Gary Oldman, Alan Rickman, Timothy Spall, David Thewlis, Tom Felton, Richard Griffiths, Fiona Shaw, Maggie Smith, Emma Thompson, David Bradley, Pam Ferris, Dawn French, Julie Christie, Robert Hardy, Julie Walters, Mark Williams, Harry Melling, Adrian Rawlins, Geraldine Somerville, Lee Ingleby, Lenny Henry, Jimmy Gardner, Jim Tavaré, Abby Ford, Oliver Phelps, James Phelps, Chris Rankin, Bonnie Wright, Devon Murray, Warwick Davis, Matthew Lewis, Sitara Shah, Jennifer Smith, Bronson Webb, Josh Herdman, Genevieve Gaunt, Kandice Morris, Alfred Enoch, Annalisa Bugliani, Tess Bu Cuarón, Violet Columbus, Paul Whitehouse, Ekow Quartey, Ricky Sahota, Jamie Waylett, Sharon Sandhu, Danielle Tabor, Freddie Davies, Peter Best, Lewis Barnshaw, Ian Brown, Samantha Clinch, Marianne Chase",141,en,United Kingdom,789804554,130000000
Still Time,Romance,2023,6.528,Alessandro Aronadio,"Edoardo Leo, Barbara Ronchi, Francesca Cavallin, Andrea Purgatori, Mario Sgueglia, Massimo Wertmüller",108,it,Italy,N/A,N/A
Candy Land,Horror,2023,6.473,John Swab,"Eden Brolin, Olivia Luccardi, William Baldwin, Owen Campbell, Brad Carter, Virginia Rand, Guinevere Turner, Sam Quartin, Billy Blair, Bruce Davis, Mark Stephen Ward, Liz Ann Montaneli, Mark Murphy, Laevin Story, Nick HallBilsback, Nick Casa, Kendall Wind, Khyl Lorenzen, Matt Markese, Clint Patterson, Katie Lundy, Mike Brown",93,en,United States of America,N/A,N/A
Evil Eye,Horror,2022,6.799,Isaac Ezban,"Ofelia Medina, Arap Bethke, Samantha Castillo, Mauro González, Mildred Motta, Ivanna Sofia Ferro, Paloma Alvamar, Paola Miguel, Pablo Guisa Koestinger",100,es,Mexico,N/A,1704500
Tetris,Thriller,2023,7.752,Jon S. Baird,"Taron Egerton, Nikita Efremov, Sofia Lebedeva, Anthony Boyle, Toby Jones, Igor Grabuzov, Ben Miles, Ken Yamamura, Roger Allam, Oleg Shtefanko, Rick Yune, Ayane Nagabuchi, Ieva Andrejevaitė, Matthew Marsh, Togo Igawa, Miles Barrow, Aaron Vodovoz, Polina Sulim, Moyo Akandé, Mara Huf, Alexey Shedko, Natalia Gonchar, Ayano Yamamoto, Niino Furuhata, Kanon Nurumi, Timur Kassimikulov, Mark Khismatullin, Karin Nurumi, Bhav Joshi, Jenni Keenan-Green, Irina Kara, Greg Kolpakchi, Zane Mihailova, Sergii Levchenko, Katarzyna Sanak, Christine Koudreiko, Dmitriy Sharakois, Olga Utkina, Rob Locke, Len Blavatnik, Peter Burlakov, Daria Westbrook, Anna Lavrentyeva",117,en,United Kingdom,N/A,N/A
The Big 4,Action,2022,7.1,Timo Tjahjanto,"Abimana Aryasatya, Putri Marino, Lutesha, Arie Kriting, Kristo Immanuel, Marthino Lio, Michelle Tahalea, Michael Kho, Donny Damara, Budi Ros, Gilbert Pattiruhu, M. Yusuf Ozkan, Willem Bevers, Andri Mashadi, Adjie Nur Ahmad, Rita Matumona, Marsha Timothy, Sapto Soetardjo, Messi Gusti, Putri Adam, Lily Suardi, Arya Bima, Khafi Maheza, Novi Rahmat Hidayat, M. Fajar Nugra",141,id,Indonesia,N/A,N/A
After Ever Happy,Romance,2022,6.859,Castille Landon,"Josephine Langford, Hero Fiennes Tiffin, Louise Lombard, Chance Perdomo, Rob Estes, Arielle Kebbel, Stephen Moyer, Mira Sorvino, Frances Turner, Kiana Madeira, Carter Jenkins, Atanas Srebrev, Anton Kottas, Emmenuel Todorov, Velizar Nikolaev Biney, Franklin Kendrick, Ana Ivanova, Tosin Thompson, Jordan Peters, Jack Bandeira, Ryan Ol",95,en,United States of America,12467270,N/A
Luz Mala,Horror,2022,4.3,Juan Schmidt,"Juan Luppi, Martina Krasinsky, Tupac Larriera, Diego Alonso, Gustavo Luppi, Merceditas Elordi, Fabián Benítez, Elvira Onetto",74,es,Argentina,N/A,N/A
Harry Potter and the Deathly Hallows: Part 2,Fantasy,2011,8.11,David Yates,"Daniel Radcliffe, Rupert Grint, Emma Watson, Ralph Fiennes, Alan Rickman, Helena Bonham Carter, Maggie Smith, Michael Gambon, John Hurt, Tom Felton, Warwick Davis, Robbie Coltrane, Jason Isaacs, Kelly Macdonald, Gary Oldman, David Thewlis, David Bradley, Ciarán Hinds, Gemma Jones, Dave Legeno, Miriam Margolyes, Helen McCrory, Nick Moran, James Phelps, Oliver Phelps, Clémence Poésy, Natalia Tena, Julie Walters, Mark Williams, Bonnie Wright, Evanna Lynch, Domhnall Gleeson, Graham Duff, Anthony Allgood, Rusty Goffe, Jon Key, Ian Peck, Benn Northover, Hebe Beardsall, Matthew Lewis, Devon Murray, Jessie Cave, Afshan Azad, Isabella Laughland, Anna Shaffer, Georgina Leonidas, Freddie Stroma, Alfred Enoch, Katie Leung, William Melling, Sian Grace Phillips, Ralph Ineson, Suzie Toase, Jim Broadbent, Scarlett Hefner, Josh Herdman, Louis Cordice, Amber Evans, Ruby Evans, George Harris, Chris Rankin, Guy Henry, Phil Wright, Gary Sayer, Tony Adkins, Penelope McGhie, Emma Thompson, Ellie Darcey-Alden, Ariella Paradise, Benedict Clarke, Leslie Phillips, Alfie McIlwain, Rohan Gotobed, Geraldine Somerville, Adrian Rawlins, Toby Papworth, Timothy Spall, Peter G. Reed, Judith Sharp, Emil Hostina, Bob Yves Van Hellenberg Hubar, Granville Saxton, Tony Kirwood, Ashley McGuire, Arthur Bowen, Daphne de Beistegui, Will Dunn, Jade Gordon, Bertie Gilbert, Helena Barlow, Ryan Turner, Paul Bailey, Sean Biggerstaff, Vinnie Clarke, David Heyman, Charlie Hobbs, Luke Newberry, Keijo J. Salmela, Pauline Stone, Spencer Wilding, Harrison Davis, Annabelle Davis",130,en,United Kingdom,1341511219,125000000
Fullmetal Alchemist: The Final Alchemy,Action,2022,6.309,Fumihiko Sori,"Ryosuke Yamada, Atomu Mizuishi, Tsubasa Honda, Dean Fujioka, Misako Renbutsu, Kanata Hongo, Yuina Kuroshima, Keisuke Watanabe, Mackenyu, Shinji Uchiyama, Ron Monroe, Kokoro Terada, Ryuta Sato, Hiroshi Tachi, Yuki Yamada, Motoki Fukami, Masaki Kaji, Minagi Sugimoto, Kaito Kumagai, Ami 201, Tomomi Maruyama, Haruhi Ryoga, Yuta Hiraoka, Shinya Owada, Tôru Shinagawa, Kōji Yamamoto, Toshio Kakei, Chiaki Kuriyama, Jun Fubuki, Yukie Nakama, Seiyo Uchino",143,ja,Japan,N/A,N/A
Night at the Museum: Kahmunrah Rises Again,Animation,2022,6.922,Matt Danner,"Joshua Bassett, Thomas Lennon, Joseph Kamal, Akmal Saleh, Steve Zahn, Jack Whitehall, Kieran Sequoia, Alice Isaaz, Jamie Demetriou, Zachary Levi, Gillian Jacobs, Alexander Salamat, Shelby Simmons, Lidia Porto, Tenzing Norgay Trainor, Bowen Yang, Chris Parnell, Kelemete Misipeka, Christie Bahna, Zeeko Zaki, Jonathan Roumie, Dee Bradley Baker, Johnny Gidcomb, Kiff VandenHeuvel, Ruth Zalduondo, Jen Cain, Scott Whyte, Matt Danner, Lex Lang, Michelle Ruff, Jessica DiCicco, Matt Nolan",77,en,United States of America,N/A,N/A
Operation Fortune: Ruse de Guerre,Action,2023,6.75,Guy Ritchie,"Jason Statham, Aubrey Plaza, Josh Hartnett, Hugh Grant, Cary Elwes, Bugzy Malone, Peter Ferdinando, Eddie Marsan, Lourdes Faberes, Max Beesley, Sam Douglas, Aksel Üstün, Oliver Maltman, Ergun Kuyucu, Eugenia Kuzmina, Vincent Wang, Kaan Urgancıoğlu, Tim Seyfi, Nicholas Facey, Ian Bartholomew, Tom Rosenthal, Parker Sawyers, Ayhan Eroğlu, Savaş Ak, Matthew Hawksley, Zehra Karadağ, Oleksandra Zharikova, Mishel Lazarenko, Bensu Uğur, Merve Akman, Ozan Ayhan, Doğan Barış Yaşar, Bestemsu Özdemir, Kerim Pehlivan, Conor MacNeill, Begzat Ergeshov, Çağdaş Agun, Gökhan Demirbaş, Md Numan Ahmed, Antonio Bustorff, Joshua Flickema, Amy Jackson, James Travis, Sinan Yildiz",114,en,China,35800000,50000000
Air,Drama,2023,8.7,Ben Affleck,"Matt Damon, Ben Affleck, Jason Bateman, Marlon Wayans, Chris Messina, Chris Tucker, Viola Davis, Julius Tennon, Damian Young, Matthew Maher, Gustaf Skarsgård, Barbara Sukowa, Jay Mohr, Joel Gretsch, Michael O'Neill, Asanté Deshon, Billy Smith, Al Madrigal, Jackson Damon, Dan Bucatinsky, Jessica Green, Gabrielle Bourne, Joshua Funk, Andy Hirsch, Tami Jordan, Jeff Cook, Albert Stroth, Mackenzie Rayne, Jerry Plummer",112,en,United States of America,N/A,N/A
Close,Drama,2022,7.8,Lukas Dhont,"Eden Dambrine, Gustav De Waele, Émilie Dequenne, Léa Drucker, Igor van Dessel, Kevin Janssens, Marc Weiss, Léon Bataille, Serine Ayari, Robin Keyaert, Herman van Slambrouck, Iven Deduytschaver, Jeffrey Vanhaeren, Hélène Theunissen, Baptiste Bataille, Pieter Piron, Freya De Corte, Cachou Kirsch, Ahlaam Teghadouini, Hervé Guerrisi",104,fr,Belgium,3129968,N/A
Athena,Drama,2022,6.654,Romain Gavras,"Dali Benssalah, Anthony Bajon, Alexis Manenti, Ouassini Embarek, Sami Slimane, Radostina Rogliano, Karim Lasmi, Mehdi Abdelhakmi, Tarek Haddaji, Guy Donald Koukissa, Birane Ba, Sophie-Marie Larrouy",97,fr,France,N/A,N/A
Orphan: First Kill,Horror,2022,6.769,William Brent Bell,"Isabelle Fuhrman, Julia Stiles, Rossif Sutherland, Matthew Finlan, Hiro Kanagawa, Samantha Walkes, David Brown, Lauren Cochrane, Gwendolyn Collins, Kristen Sawatzky, Jeff Strome, Andrea del Campo, Alec Carlos, Alicia Johnston, Sarah Luby, Maxwell Nelson, Bradley Sawatzky, Stephanie Sy, Marina Stephenson Kerr, Sharon Bajer, Kennedy Irwin, Sadie Lee, Maxine Sanders, Parker Bohotchuk, Erik Athavale, Liam Stewart-Kanigan, Jade Michael, Fred Tatasciore, Adam Hurtig, Morgan Easton-Fitzgerald",99,en,Canada,9572765,N/A
Harry Potter and the Order of the Phoenix,Adventure,2007,7.687,David Yates,"Daniel Radcliffe, Rupert Grint, Emma Watson, Imelda Staunton, Helena Bonham Carter, Robbie Coltrane, Ralph Fiennes, Michael Gambon, Jason Isaacs, Gary Oldman, Alan Rickman, Evanna Lynch, Brendan Gleeson, Richard Griffiths, Fiona Shaw, Maggie Smith, David Thewlis, Emma Thompson, David Bradley, Warwick Davis, Tom Felton, Robert Hardy, George Harris, Natalia Tena, Julie Walters, Mark Williams, Harry Melling, Jason Boyd, Richard Macklin, Kathryn Hunter, Miles Jupp, Jessica Hynes, Adrian Rawlins, Geraldine Somerville, Peter Cartwright, Brigitte Millar, Timothy Bateson, James Phelps, Oliver Phelps, Bonnie Wright, Jamie Wolpert, Nicholas Blane, Daisy Haggard, Chris Rankin, Sian Thomas, Jamie Waylett, Josh Herdman, Katie Leung, Matthew Lewis, Ryan Nelson, William Melling, Apple Brook, Devon Murray, Alfred Enoch, Afshan Azad, Shefali Chowdhury, Jim McManus, Nick Shirm, Sam Beazley, John Atterbury, Arben Bajraktaraj, Richard Leaf, Tony Maudsley, Alec Hopkins, Robbie Jarvis, James Walters, Charles Hughes, James Utechin, Jason Piper, Michael Wildman, Richard Cubison, Peter Best, Tav MacDougall, Richard Trinder, Nathan Clarke, David Heyman, Cliff Lanning, James Payton, Christopher Rithin, Lauren Shotton, Timothy Spall, Lisa Wood, Olga Velasco",138,en,United Kingdom,938212738,150000000
Venom: Let There Be Carnage,Science Fiction,2021,6.878,Andy Serkis,"Tom Hardy, Woody Harrelson, Michelle Williams, Naomie Harris, Reid Scott, Stephen Graham, Peggy Lu, Sian Webber, Michelle Greenidge, Rob Bowen, Laurence Spellman, Little Simz, Jack Bandeira, Olumide Olorunfemi, Scroobius Pip, Amrou Al-Kadhi, Beau Sargent, Brian Copeland, Stewart Alexander, Sean Delaney, Ed Kear, Emma Lau, Louis j Rhone, Christopher Godwin, Tiffanie Thomas, Rocky Capella, Sam Robinson, Greg Lockett, Sonny Ashbourne Serkis, Otis Winston, Vaughn Johseph, Kristen Simoes, Miguel Angel Arreguin, Shaliz Afshar, Reece Shearsmith, Simon Connolly, Rachel Handshaw, Amanda Foster, Akie Kotabe, Eric Sigmundsson, Chabris Napier-Lawrence, Larry Olubamiwo, Jose Palma, Ashlen Aquila, Jamal Ajala, James D. Weston II, Che Amaro, Joshua Eldridge-Smith, Rosie Marcel, Elliot Cable, J.K. Simmons, Tom Holland",97,en,United States of America,506863592,110000000
DC League of Super-Pets,Animation,2022,7.413,Jared Stern,"Dwayne Johnson, Kevin Hart, John Krasinski, Keanu Reeves, Kate McKinnon, Vanessa Bayer, Natasha Lyonne, Diego Luna, Jameela Jamil, Marc Maron, Dascha Polanco, Olivia Wilde, Jemaine Clement, Daveed Diggs, John Early, Ben Schwartz, Thomas Middleditch, Maya Erskine, Yvette Nicole Brown, Alfred Molina, Lena Headey, Keith David, Busy Philipps, Dan Fogler, Winona Bradshaw, David Pressman, Sam Levine, Jared Stern, Michelle Morgan, Amanda Ames, Gavin McCrillis",105,en,United States of America,203000000,90000000
Luther: The Fallen Sun,Thriller,2023,6.891,Jamie Payne,"Idris Elba, Cynthia Erivo, Andy Serkis, Dermot Crowley, Thomas Coombes, Hattie Morahan, Lauryn Ajufo, Vincent Regan, Ross Waiton, Dan Li, Edward Hogg, Einar Kuusk, Tom McCall, Carl Spencer, Amy Trigg, Natasha Patel, Jess Liaudin, Alexander Anderson, Ian Streetz, Teodor Tsolov, Andy Apollo, Samantha Pearl, Bianca Bardoe, Patrick Marciano, Hugo Nicolau, Gwen Subuh-Symons, Borislava Stratieva, George Jovanovic, Ash Patel, Yasmine Maya, Paul Coster, Susan Lawson-Reynolds, Grace Cookey-Gam, Henry Hereford, Wayne Cater, Martin Sarreal, Orlando Brooke, James Bamford, Nicola Achilleas, Charlotte Workman, Lawrence Russell, Guy Williams, Tara Fitzgerald",129,en,United Kingdom,N/A,N/A
RRR,Action,2022,7.818,S. S. Rajamouli,"N. T. Rama Rao Jr., Ram Charan, Olivia Morris, Ray Stevenson, Alison Doody, Alia Bhatt, Ajay Devgn, Shriya Saran, Edward Sonnenblick, Makrand Deshpande, Samuthirakani, Chatrapathi Sekhar, Rajiv Kanakala, Rahul Ramakrishna, Ahmareen Anjum, Twinkle Sharma, Varun Buddhadev, Spandan Chaturvedi, R. Bhakti Klein, Mark Bennington, Gaurav Pareek, Alexx O'Nell, S. S. Rajamouli, Kirron Arya, Akash Boro, Eduard Buhac, Narendra Singh Dhami, Oleg Karpenko, Ivan Kostadinov, Jason Yeboa",182,te,India,160000000,69000000
Piggy,Thriller,2022,6.614,Carlota Pereda,"Laura Galán, Richard Holmes, Carmen Machi, Irene Ferreiro, Camille Aguilar, Claudia Salas, José Pastor, Fernando Delgado-Hierro, Julián Valcárcel, Amets Otxoa, Pilar Castro, Chema del Barco, Fred Tatien, Stéphanie Magnin Vella, Malena Gutiérrez, Ana Trinidad, Lía Lois, Mabel del Pozo, José Vicente Moirón, Calero, Jarfaiter, José Luis Cantón",100,es,France,380512,2400000
Transformers: Rise of the Beasts,Action,2023,N/A,Steven Caple Jr.,"Anthony Ramos, Dominique Fishback, Tobe Nwigwe, Peter Cullen, Ron Perlman, Michelle Yeoh, Pete Davidson, Peter Dinklage, Liza Koshy, John DiMaggio, David Sobolov, Cristo Fernández, Michaela Jaé Rodriguez, Luna Lauren Velez",N/A,en,United States of America,N/A,200000000
Guardians of the Galaxy Volume 3,Science Fiction,2023,N/A,James Gunn,"Chris Pratt, Zoe Saldaña, Dave Bautista, Karen Gillan, Pom Klementieff, Bradley Cooper, Vin Diesel, Sean Gunn, Chukwudi Iwuji, Will Poulter, Sylvester Stallone, Elizabeth Debicki, Maria Bakalova, Daniela Melchior, Nico Santos",149,en,United States of America,N/A,250000000
Viking Wolf,Horror,2022,5.907,Stig Svendsen,"Elli Rhiannon Müller Osborne, Liv Mjönes, Vidar Magnussen, Mia Fosshaug Laubacher, Arthur Hakalahti, Sjur Vatne Brean, Øyvind Brandtzæg, Ståle Bjørnhaug, Sverre Breivik, Anna Dworak, Assad Siddique, Hilde Olausson, Ola Otnes, Kasper Antonsen, Silje Øksland Krohne, Mads Henning Skar-Jørgensen, Melina Tranulis, Viktor Roth Trønnes-Christensen, Marius Lien, Henrik Horge, Ívar Örn Sverrisson",97,no,Denmark,N/A,N/A
The Ten Commandments,Drama,1956,7.746,Cecil B. DeMille,"Charlton Heston, Yul Brynner, Anne Baxter, Edward G. Robinson, Yvonne De Carlo, Debra Paget, John Derek, Cedric Hardwicke, Nina Foch, Martha Scott, Judith Anderson, Vincent Price, John Carradine, Olive Deering, Douglass Dumbrille, Frank De Kova, Henry Wilcoxon, Eduard Franz, Donald Curtis, Lawrence Dobkin, H.B. Warner, Julia Faye, Lisa Mitchell, Noelle Williams, Joanna Merlin, Pat Richard, Joyce van der Veen, Diane Hall, Abbas El Boughdadly, Fraser Clarke Heston, John Miljan, Francis McDonald, Ian Keith, Paul De Rolf, Woody Strode, Tommy Duran, Eugene Mazzola, Ramsay Hill, Joan Woodbury, Esther Brown, Rushdy Abaza, Dorothy Adams, Eric Alden, E.J. André, Babette Bain, Baynes Barron, Kay Bell, Mary Benoit, Henry Brandon, Robert Carson, Bobby Clark, Rus Conklin, Mike Connors, Henry Corden, Edna Mae Cooper, Kem Dibbs, Maude Fealy, Mimi Gibson, Gavin Gordon, Diane Gump, Nancy Hale, June Jocelyn, Richard Kean, Gail Kobe, Fred Kohler Jr., Kenneth MacDonald, Peter Mamakos, Irene Martin, George Melford, John Merton, Amena Mohamed, Paula Morgan, Dorothy Neumann, John Parrish, Rodd Redwing, Addison Richards, Keith Richards, Hal Sherman, Marcoreta Starr, Onslow Stevens, Clint Walker, Amanda Webb, Frank Wilcox, Jeane Wood, Luis Alberni, Lillian Albertson, Barbara Aler, Michael Ansara, William Bagdad, Lesley-Marie Colburn, Fairy Cunningham, Kay Hammond, Mary Ellen Kay, Robert Vaughn, Alan Wells, Cecil B. DeMille, Richard Farnsworth",220,en,United States of America,122700000,13000000
The Next 365 Days,Romance,2022,6.504,Barbara Białowąs,"Anna-Maria Sieklucka, Michele Morrone, Simone Susinna, Magdalena Lamparska, Otar Saralidze, Ewa Kasprzyk, Dariusz Jakubowski, Ramón Langa, Tomasz Mandes, Natalia Siwiec, Karolina Pisarek, Rafał Iwaniuk, Robert Zdebski, Paulina Mabiala, Max Umer, Danilo Susinna, Blanka Lipińska, Ewa Lewandowska, Piotr Mandes, Andrzej Bakowski, Safi El Masri",112,pl,Poland,N/A,N/A
Cop Secret,Comedy,2022,6.132,Hannes Þór Halldórsson,"Auðunn Blöndal, Egill Einarsson, Steinunn Ólína Þorsteinsdóttir, Sverrir Þór Sverrisson, Björn Hlynur Haraldsson, Vivian Ólafsdóttir, Rúrik Gíslason, Júlíana Sara Gunnarsdóttir, Steinþór Hróar Steinþórsson, Bríet Ísis Elfar, Ólafía Hrönn Jónsdóttir, Gunnar Hansson, Jón Jónsson, Jón Gnarr, Birgir Gíslason, Jens Beining Jia, Heiðar Austmann, Sóli Hólm, Sindri Sindrason, Guðmundur Benediktsson, Lísa Lee Ívarsdóttir, Katrín Lilja Sigurðardóttir, Óskar Guðmundsson, Ragnhildur Gísladóttir, Sara Björk Gunnarsdóttir",100,is,Iceland,N/A,N/A
Emergency Declaration,Action,2022,7.755,Han Jae-rim,"Song Kang-ho, Lee Byung-hun, Jeon Do-yeon, Kim Nam-gil, Yim Si-wan, Park Hae-jun, Lim Hyung-kook, Lee Yul-eum, Kim So-jin, Seol In-a, Kim Bo-min, Moon Sook, Hyun Bong-sik, Woo Mi-hwa, Kwon Han-sol, Kim Kuk-hee, Kim Hak-sun, Lee Si-won, Im Sung-jae, Kang Mal-geum, Nam Myung-ryeol, Kim Ho-jung, Lee Hwa-ryong, Lee Jae-eun, Wang Jong-myung, Kwak Min-kyu, Yoon Se-woong, Maurice Turner Jr., Lee Eun-hee, Park Jae-wan, Ha Soo-ho, Lee Doo-seok",140,ko,South Korea,19200000,18052672
Thor: Ragnarok,Action,2017,7.6,Taika Waititi,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Tessa Thompson, Jeff Goldblum, Idris Elba, Karl Urban, Mark Ruffalo, Anthony Hopkins, Benedict Cumberbatch, Taika Waititi, Rachel House, Clancy Brown, Tadanobu Asano, Ray Stevenson, Zachary Levi, Stan Lee, Georgia Blizzard, Amali Golden, Luke Hemsworth, Sam Neill, Matt Damon, Charlotte Nicdao, Ashley Ricardo, Shalom Brune-Franklin, Taylor Hemsworth, Cohen Holloway, Alia Seror-O'Neill, Sophia Laryea, Steven Oliver, Hamish Parkinson, Jasper Bagg, Sky Castanho, Shari Sebbens, Richard Green, Sol Castanho, Jet Tranter, Samantha Hopper, Eloise Winestock, Rob Mayes, Tahlia Jade, Winnie Mzembe, Sean Edward Frazer, Connor Zegenhagen, Tracie Filmer, Tracey Lee Maxwell, Beatrice Ward, Donnie Baxter, Greta Carew-Johns, Mollie McGregor, Sophia McGregor, Scarlett Johansson, Katie Anderson, Ash Ricardo, Sam Hargrave, Garreth Hadfield",131,en,United States of America,855301806,180000000
Fifty Shades of Grey,Drama,2015,5.9,Sam Taylor-Johnson,"Dakota Johnson, Jamie Dornan, Jennifer Ehle, Eloise Mumford, Victor Rasuk, Luke Grimes, Marcia Gay Harden, Rita Ora, Max Martini, Callum Keith Rennie, Andrew Airlie, Dylan Neal, Elliat Albrecht, Rachel Skarsten, Emily Fonda, Anthony Konechny, Anna Louise Sargeant, Raj Lal, Matthew Hoglie",125,en,United States of America,571006128,40000000
